Song Title,Streams,Daily,Date
supernatural - live version,10526188,7860,2026-05-13
love me harder - live,10465198,3643,2026-05-13
Nobody (with Chaka Khan),10199877,1598,2026-05-13
nasa - live,10136064,3067,2026-05-13
break free - live,10091562,4306,2026-05-13
into you - live,9987005,4844,2026-05-13
successful - live,9845073,3429,2026-05-13
Problem - Dawin Remix,9837847,1517,2026-05-13
true story - a cappella,9837211,2780,2026-05-13
fake smile - live,9636408,3211,2026-05-13
Iâm Not That Girl (Reprise),9379201,8991,2026-05-13
right there - live,9046410,3200,2026-05-13
only 1 - live,9036882,3536,2026-05-13
Almost Is Never Enough - Soundtrack Version,8974097,840,2026-05-13
break your heart right back - live,8741618,2821,2026-05-13
you'll never know - live,8704861,2943,2026-05-13
make up - live,8643198,3198,2026-05-13
"thank u, next - live",8597370,3027,2026-05-13
Daydreamin' - Live from London,8541506,4646,2026-05-13
intro (end of the world) - live version,8439768,5486,2026-05-13
we canât be friends (wait for your love) - live version,8153933,5842,2026-05-13
Baby I - Live from London,7911494,4794,2026-05-13
"yes, and? - extended mix",7635168,4503,2026-05-13
eternal sunshine - live version,7562201,6378,2026-05-13
my heart belongs to daddy - live,7552085,2533,2026-05-13
the light is coming - live,7415183,2623,2026-05-13
get well soon - live,7398560,3152,2026-05-13
in my head interlude - live,7246320,2691,2026-05-13
* The Wizard And I - Live,7195444,1893,2026-05-13
donât wanna break up again - live version,6697928,5339,2026-05-13
* Bang Bang - Dada Life Remix,6449270,218,2026-05-13
Right There - Live from London (feat. Big Sean),6312377,3541,2026-05-13
* Rain On Me (with Ariana Grande) - Arca Remix,5957642,873,2026-05-13
Popular - Edit,5843572,1834,2026-05-13
Come So Far (Got So Far to Go),5646435,511,2026-05-13
Too Close,5250259,6973,2026-05-13
imperfect for you - live version,5242213,5176,2026-05-13
* Without Love,5144231,763,2026-05-13
One Last Time,4937753,2668,2026-05-13
* Over And Over Again - Elephante Uptempo Radio Version,4928714,298,2026-05-13
Cadillac Song,4928444,5642,2026-05-13
Brand New You (feat. Brynn Williams & Caitlin Gann),4674721,555,2026-05-13
"yes, and? - live version",4597024,3783,2026-05-13
* Get Happy / Happy Days Are Here Again - Live from the Dolby Theatre,4418693,5439,2026-05-13
* I Don't Know Why (I Just Do),4105714,4136,2026-05-13
* Arturo Sandoval,4062419,1426,2026-05-13
Side To Side - Phantoms Remix,3922473,400,2026-05-13
"* Still Hurting - From ""The Last Five Years""",3770352,2327,2026-05-13
* Rain On Me - Purple Disco Machine Remix,3737194,796,2026-05-13
Thank Goodness - Live from the Dolby Theatre,3488347,2979,2026-05-13
"yes, and? - Felix Jaehn Remix",3363570,2205,2026-05-13
* Bang Bang - Imanos & Gramercy Remix,3287512,460,2026-05-13
* A Wicked Good Finale (feat. Ariana Grande & Cynthia Erivo),3274181,4391,2026-05-13
A Little More Homework (feat. Graham Phillips) - Single Version,3025507,191,2026-05-13
* Hotel Rock Bottom (feat. Ariana Grande),2827236,2320,2026-05-13
"yes, and? - sped up",2612553,546,2026-05-13
Problem - Noodles & Devastator Remix,2604103,197,2026-05-13
the boy is mine - a cappella,2507133,1394,2026-05-13
* Bang Bang - Kat Krazy Remix,2480730,133,2026-05-13
* Rain On Me - Ralphi Rosario Remix - Edit,2208742,551,2026-05-13
"yes, and? - edit",2175027,908,2026-05-13
we can't be friends (wait for your love) - a cappella,2149065,2776,2026-05-13
"yes, and? - Jonas Blue Remix",2133373,2631,2026-05-13
"yes, and? - a cappella",2040801,1044,2026-05-13
twilight zone - a cappella,1907685,1661,2026-05-13
"* One Heart, One Voice (with Mariah Carey & Ariana Grande)",1903456,1008,2026-05-13
"the boy is mine (with Brandy, Monica) â Remix a cappella",1867769,548,2026-05-13
Problem - Kassiano Remix,1865843,54,2026-05-13
* What Is This Feeling? / Dear Old Shiz - Live from the Dolby Theatre,1770327,1444,2026-05-13
Baby I,1681823,1100,2026-05-13
Problem - A Cappella,1584771,917,2026-05-13
"yes, and? - instrumental",1556933,724,2026-05-13
Overture / No One Mourns the Wicked - Live from the Dolby Theatre,1556277,2108,2026-05-13
Hampstead - a cappella,1536695,2783,2026-05-13
* Bang Bang - Super Stylers Remix,1519377,128,2026-05-13
* Rain On Me - Ralphi Rosario Remix,1429675,295,2026-05-13
* For Good - Edit,1415079,5266,2026-05-13
past life - a cappella,1301594,8263,2026-05-13
supernatural - a cappella,1279432,1364,2026-05-13
eternal sunshine - a cappella,1116965,1426,2026-05-13
Break Free - Zedd's Extended Mix,1113913,2426,2026-05-13
pov - live from Vevo,1098480,3923,2026-05-13
twilight zone - instrumental,1059727,1699,2026-05-13
the boy is mine - instrumental,1046051,772,2026-05-13
safety net (feat. Ty Dolla $ign) - live from Vevo,1022526,4672,2026-05-13
my hair - live from Vevo,1012542,4019,2026-05-13
off the table (with The Weeknd) - live from Vevo,1003836,3719,2026-05-13
Popular - Live from the Dolby Theatre,985377,891,2026-05-13
warm - a cappella,944983,986,2026-05-13
"yes, and? - extended mix instrumental",925082,279,2026-05-13
positions - live from Vevo,919433,3668,2026-05-13
we can't be friends (wait for your love) - instrumental,861365,1149,2026-05-13
dandelion - a cappella,853661,776,2026-05-13
bye - a cappella,843559,1125,2026-05-13
i wish i hated you - a cappella,840139,875,2026-05-13
"yes, and? - slowed",820717,317,2026-05-13
we can't be friends (wait for your love) â string version instrumental,801158,1122,2026-05-13
intro (end of the world) - extended a cappella,795728,994,2026-05-13
34+35 - live from Vevo,781287,3015,2026-05-13
intro (end of the world) - a cappella,781095,790,2026-05-13
* All My Love - French Version,754420,149,2026-05-13
don't wanna break up again - a cappella,751352,1359,2026-05-13
supernatural - instrumental,699701,1126,2026-05-13
One Last Time - A Cappella,663113,1142,2026-05-13
"yes, and? - The Blessed Madonnaâs Godsquad Mix",624211,638,2026-05-13
intro (end of the world) - instrumental,593517,1824,2026-05-13
imperfect for you - a cappella,581842,790,2026-05-13
Love Me Harder - Alex Ghenea Remix,562717,124,2026-05-13
One Last Time - Gazzo Remix,537653,104,2026-05-13
Saturn Returns Interlude - instrumental,512364,645,2026-05-13
ordinary things (feat. Nonna) - a cappella,503838,491,2026-05-13
Saturn Returns Interlude - a cappella,483448,442,2026-05-13
intro (end of the world) - extended instrumental,458499,1066,2026-05-13
eternal sunshine - instrumental,366094,683,2026-05-13
Love Me Harder - Instrumental,333470,1004,2026-05-13
Love Me Harder - A Cappella,316784,537,2026-05-13
i wish i hated you - instrumental,303040,483,2026-05-13
dandelion - instrumental,295523,445,2026-05-13
Into You - Alex Ghenea Remix,284930,22,2026-05-13
Right There - 7th Heaven Radio Edit,282690,60,2026-05-13
bye - instrumental,275040,442,2026-05-13
Hampstead - instrumental,256626,423,2026-05-13
warm - instrumental,251481,461,2026-05-13
don't wanna break up again - instrumental,249811,374,2026-05-13
true story - instrumental,238250,1216,2026-05-13
past life - instrumental,234398,389,2026-05-13
* Bang Bang - A Cappella,228023,308,2026-05-13
Baby I - Cosmic Dawn Radio Edit,224394,36,2026-05-13
Break Free - A Cappella,217729,373,2026-05-13
ordinary things (feat. Nonna) - instrumental,212707,374,2026-05-13
imperfect for you - instrumental,191608,330,2026-05-13
* Bang Bang - Kat Krazy Extended Mix,177635,5,2026-05-13
* For Good - Sing-Along,163853,366,2026-05-13
One Last Time - Instrumental,140227,335,2026-05-13
Problem - Dave Aude Twerk Edit,134660,4,2026-05-13
Problem - Wayne G Radio Edit,128913,13,2026-05-13
Love Me Harder - Gregor Salto Amsterdam Mix,121021,3,2026-05-13
The Way - JdB Radio,119611,30,2026-05-13
intro (end of the world) - a cappella,117427,295,2026-05-13
* Bang Bang - iLL BLU Mix Radio Edit,113040,4,2026-05-13
* Bang Bang - 3LAU Extended Mix,111205,4,2026-05-13
Break Free - Instrumental,101543,192,2026-05-13
The Way - Sidney Samson Remix,100148,4,2026-05-13
7 rings,2815654529,891828,2026-05-14
"thank u, next",2229994557,736571,2026-05-14
* Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,2213827766,1116882,2026-05-14
One Last Time,2085519124,909640,2026-05-14
Into You,1980677726,1108803,2026-05-14
we can't be friends (wait for your love),1949219219,1345434,2026-05-14
Side To Side,1883119318,819589,2026-05-14
positions,1735363777,488489,2026-05-14
* Bang Bang,1696681784,506160,2026-05-14
Dangerous Woman,1598588451,721523,2026-05-14
no tears left to cry,1573539149,412509,2026-05-14
Santa Tell Me,1516742335,48657,2026-05-14
Stuck with U (with Justin Bieber),1434966529,523140,2026-05-14
Love Me Harder,1400242726,1152208,2026-05-14
* Die For You (with Ariana Grande) - Remix,1304559897,499922,2026-05-14
God is a woman,1276904469,427555,2026-05-14
* Rain On Me (with Ariana Grande),1239735917,277533,2026-05-14
Break Free,1224442283,567724,2026-05-14
34+35,1178561543,304741,2026-05-14
"break up with your girlfriend, i'm bored",1133406618,244915,2026-05-14
Problem,1125338708,456551,2026-05-14
boyfriend (with Social House),1078662686,412430,2026-05-14
Everyday,767910977,381333,2026-05-14
"yes, and?",749858751,325545,2026-05-14
pov,718888445,242192,2026-05-14
breathin,718631417,152930,2026-05-14
the boy is mine,653476812,341262,2026-05-14
bloodline,644610614,431644,2026-05-14
motive (with Doja Cat),617275874,170854,2026-05-14
intro (end of the world),604827917,261884,2026-05-14
needy,596795342,556407,2026-05-14
The Way,592255753,267699,2026-05-14
Let Me Love You,558370041,293878,2026-05-14
imagine,475305157,97284,2026-05-14
* Good as Hell (feat. Ariana Grande) - Remix,471617553,44411,2026-05-14
everytime,454242093,225826,2026-05-14
* My Favorite Part,447538361,145381,2026-05-14
supernatural,446029683,412281,2026-05-14
Donât Call Me Angel (Charlieâs Angels) (with Miley Cyrus & Lana Del Rey),424503200,60284,2026-05-14
Almost Is Never Enough,385924242,135458,2026-05-14
Focus,359799346,77449,2026-05-14
Greedy,354833590,148945,2026-05-14
NASA,349607740,65072,2026-05-14
* Dance To This (feat. Ariana Grande),334632433,57556,2026-05-14
ghostin,334186667,138889,2026-05-14
bad idea,333174011,92041,2026-05-14
Be Alright,331172490,68002,2026-05-14
Last Christmas,326894900,11453,2026-05-14
* Bed (feat. Ariana Grande),325718555,42928,2026-05-14
bye,323576421,356884,2026-05-14
in my head,322522942,94962,2026-05-14
"Beauty and the Beast - From ""Beauty and the Beast""/Soundtrack Version",312831748,57245,2026-05-14
goodnight n go,306123514,108842,2026-05-14
sweetener,301344421,101911,2026-05-14
eternal sunshine,297263335,205312,2026-05-14
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",293680391,55680,2026-05-14
"* Santa, Canât You Hear Me",289033947,7864,2026-05-14
twilight zone,284464776,319501,2026-05-14
* Quit,275846674,37820,2026-05-14
Best Mistake,273329471,99990,2026-05-14
just like magic,265036121,95034,2026-05-14
Moonlight,262347881,86762,2026-05-14
safety net (feat. Ty Dolla $ign),261261829,138115,2026-05-14
fake smile,249691256,46519,2026-05-14
Santa Baby,246492946,2391,2026-05-14
Daydreamin',239029909,76932,2026-05-14
* I Don't Do Drugs (feat. Ariana Grande),238736423,66478,2026-05-14
nasty,237289306,117018,2026-05-14
Honeymoon Avenue,232456310,105819,2026-05-14
R.E.M,229660339,74964,2026-05-14
My Everything,224296558,73853,2026-05-14
* Defying Gravity,213492292,99782,2026-05-14
Touch It,212204485,107752,2026-05-14
MONOPOLY (with Victoria MonÃ©t),204639268,30364,2026-05-14
don't wanna break up again,203844371,126706,2026-05-14
off the table (with The Weeknd),202348395,70867,2026-05-14
Just A Little Bit Of Your Heart,200729939,31803,2026-05-14
successful,192188326,54482,2026-05-14
better off,183681251,71488,2026-05-14
Thinking Bout You,179318032,80645,2026-05-14
Tattooed Heart,177167948,67719,2026-05-14
i wish i hated you,177067650,121848,2026-05-14
make up,176529376,39002,2026-05-14
Baby I,173074494,60262,2026-05-14
Popular,165787057,73857,2026-05-14
the light is coming (feat. Nicki Minaj),164429559,24073,2026-05-14
What Is This Feeling?,162436184,61926,2026-05-14
true story,157465559,95593,2026-05-14
imperfect for you,156570385,99491,2026-05-14
* Popular Song,153723399,31273,2026-05-14
* Met Him Last Night,150335620,30958,2026-05-14
"* Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",147787880,11555,2026-05-14
my hair,146840293,56667,2026-05-14
raindrops (an angel cried),145381742,22814,2026-05-14
Be My Baby,145338242,76205,2026-05-14
obvious,143876746,53742,2026-05-14
pete davidson,139194574,25892,2026-05-14
Right There,137645274,52182,2026-05-14
Winter Things,137176244,5469,2026-05-14
* Oh Santa! (feat. Ariana Grande & Jennifer Hudson),135506473,3329,2026-05-14
Why Try,134693627,38078,2026-05-14
get well soon,133646634,35297,2026-05-14
shut up,133241819,41909,2026-05-14
west side,127351187,68647,2026-05-14
Leave Me Lonely,126553425,36271,2026-05-14
test drive,122638438,34958,2026-05-14
Bad Decisions,121021653,34085,2026-05-14
"* Faith - From ""Sing"" Original Motion Picture Soundtrack",119762680,25952,2026-05-14
dandelion,117842658,120068,2026-05-14
Sometimes,116880015,49172,2026-05-14
six thirty,115713638,40622,2026-05-14
Knew Better / Forever Boy,115504117,40238,2026-05-14
love language,114583729,43591,2026-05-14
They Don't Know,113251554,16549,2026-05-14
intro (end of the world) - extended,111145528,144472,2026-05-14
Hampstead,105830988,169081,2026-05-14
* Sympathy is a knife featuring ariana grande,103457306,41733,2026-05-14
ordinary things (feat. Nonna),102863473,61816,2026-05-14
December,100170918,9257,2026-05-14
* Get On Your Knees,100083048,13617,2026-05-14
* Dancing Through Life,97163701,40164,2026-05-14
warm,97025788,110009,2026-05-14
Break Your Heart Right Back,95782668,19667,2026-05-14
Saturn Returns Interlude,91771463,43336,2026-05-14
borderline (feat. Missy Elliott),90117053,27969,2026-05-14
* No One Mourns the Wicked,89569997,32928,2026-05-14
past life,87498469,166978,2026-05-14
Just Look Up (From Donât Look Up),85884277,8322,2026-05-14
* All My Love,84450952,13588,2026-05-14
Snow In California,80532075,2187,2026-05-14
Piano,79703886,16477,2026-05-14
Only 1,75932904,30435,2026-05-14
Bad To You (with Normani & Nicki Minaj),74018112,5786,2026-05-14
* Adore,73247676,20358,2026-05-14
worst behavior,72915370,35135,2026-05-14
blazed (feat. Pharrell Williams),72737818,14869,2026-05-14
I Don't Care,69135628,19430,2026-05-14
Into You - 3LAU Remix,68718487,10742,2026-05-14
* Give It Up (feat. Elizabeth Gillies & Ariana Grande),65759717,23300,2026-05-14
supernatural (with Troye Sivan) - remix,65334240,28833,2026-05-14
* Rule The World,64895272,16004,2026-05-14
Hands On Me,64822529,23789,2026-05-14
You Don't Know Me,62133812,16936,2026-05-14
Youâll Never Know,60303045,19690,2026-05-14
Step On Up,56169358,32430,2026-05-14
main thing,51667028,28238,2026-05-14
True Love,50906197,3123,2026-05-14
we can't be friends (wait for your love) â string version,49968706,68824,2026-05-14
Wit It This Christmas,48828081,2077,2026-05-14
* One Short Day,48826432,15000,2026-05-14
Lovin' It,45205048,13127,2026-05-14
Intro,42634922,14832,2026-05-14
How I Look On You,41554654,11698,2026-05-14
* For Good,41420566,67375,2026-05-14
Not Just On Christmas,40999137,2165,2026-05-14
* All My Love,39736085,10375,2026-05-14
* Research,39107677,10639,2026-05-14
Jason's Song (Gave It Away),38443524,16192,2026-05-14
Better Left Unsaid,37464509,11816,2026-05-14
"yes, and? (with Mariah Carey) - Remix",36729744,9260,2026-05-14
"the boy is mine (with Brandy, Monica) - Remix",36028760,16376,2026-05-14
* Dear Old Shiz,35833649,8605,2026-05-14
* Rain On Me - Purple Disco Machine Remix - Edit,34403092,6278,2026-05-14
Love Is Everything,33430039,1327,2026-05-14
"Zero To Hero - From ""Hercules""",32667467,3315,2026-05-14
Intro,31975964,1523,2026-05-14
someone like u - interlude,31858183,13917,2026-05-14
"* E piÃ¹ ti penso - From ""Once Upon A Time In America""",31634982,3298,2026-05-14
Put Your Hearts Up,30919867,5485,2026-05-14
7 rings (feat. 2 Chainz) - Remix,29179971,4324,2026-05-14
* Bang Bang - 3LAU Remix,24655273,2317,2026-05-14
* Defying Gravity - Edit,23518189,12327,2026-05-14
* It Was Aâ¦ (Masked Christmas) (feat. Ariana Grande & Megan Thee Stallion),21548039,873,2026-05-14
god is a woman - live,21381943,7899,2026-05-14
Into You - Alex Ghenea Remix,20204023,5409,2026-05-14
Somewhere Over The Rainbow - Live From Manchester,19642190,3265,2026-05-14
* L.A. Boyz (feat. Victoria Justice & Ariana Grande),19119723,6566,2026-05-14
The Girl in the Bubble,19025661,15999,2026-05-14
Got Her Own (with Victoria MonÃ©t),18794121,3448,2026-05-14
Thank Goodness / I Couldnât Be Happier,17707772,20562,2026-05-14
Side To Side - Slushii Remix,16955930,1610,2026-05-14
imperfect for you - acoustic,16314974,7487,2026-05-14
breathin - live,16223072,7007,2026-05-14
we can't be friends (wait for your love) - acoustic (live from jungle city studios),16184919,8972,2026-05-14
The Way - Live from London (feat. Mac Miller),16182265,7992,2026-05-14
"* Mama, I'm a Big Girl Now",16133766,2823,2026-05-14
bad idea - live,15306494,5253,2026-05-14
7 rings - live,15260338,5124,2026-05-14
* Wonderful,15234535,21117,2026-05-14
Honeymoon Avenue - Live from London,14485512,7757,2026-05-14
"break up with your girlfriend, i'm bored - live",14004632,4398,2026-05-14
"* Santa, Canât You Hear Me - Live",14002293,1949,2026-05-14
everytime - live,13741140,7975,2026-05-14
tattooed heart - live,12992108,4897,2026-05-14
One Last Time (Attends-Moi),12844885,6086,2026-05-14
* Every Day More Wicked,12643135,13300,2026-05-14
needy - live,12580800,5132,2026-05-14
* For Good - Live from the Gershwin Theatre,12232717,12219,2026-05-14
be alright - live,12207085,3817,2026-05-14
side to side - live,12196066,4031,2026-05-14
dangerous woman - live,12173413,5984,2026-05-14
raindrops (an angel cried) - live,12168922,3252,2026-05-14
no tears left to cry - live,11790589,4907,2026-05-14
r.e.m - live,11502917,3695,2026-05-14
goodnight n go - live,11264260,5411,2026-05-14
sweetener - live,11225967,3855,2026-05-14
Tattooed Heart - Live from London,11011288,8808,2026-05-14
* A Hand For Mrs. Claus,10894739,485,2026-05-14
* You Can't Stop the Beat,10752389,1314,2026-05-14
* You Don't Own Me (Feat. Ariana Grande),10700032,3006,2026-05-14
* Met Him Last Night - Dave AudÃ© Remix,10604136,1556,2026-05-14
supernatural - live version,10533956,7768,2026-05-14
love me harder - live,10468757,3559,2026-05-14
Nobody (with Chaka Khan),10199877,1598,2026-05-14
nasa - live,10139021,2957,2026-05-14
break free - live,10095747,4185,2026-05-14
into you - live,9991652,4647,2026-05-14
successful - live,9848305,3232,2026-05-14
true story - a cappella,9840107,2896,2026-05-14
Problem - Dawin Remix,9839429,1582,2026-05-14
fake smile - live,9639644,3236,2026-05-14
Iâm Not That Girl (Reprise),9388127,8926,2026-05-14
right there - live,9049351,2941,2026-05-14
only 1 - live,9040412,3530,2026-05-14
Almost Is Never Enough - Soundtrack Version,8974097,840,2026-05-14
break your heart right back - live,8744431,2813,2026-05-14
you'll never know - live,8707666,2805,2026-05-14
make up - live,8646323,3125,2026-05-14
"thank u, next - live",8600305,2935,2026-05-14
Daydreamin' - Live from London,8546009,4503,2026-05-14
intro (end of the world) - live version,8445000,5232,2026-05-14
we canât be friends (wait for your love) - live version,8159577,5644,2026-05-14
Baby I - Live from London,7916432,4938,2026-05-14
"yes, and? - extended mix",7639512,4344,2026-05-14
eternal sunshine - live version,7568168,5967,2026-05-14
my heart belongs to daddy - live,7554532,2447,2026-05-14
the light is coming - live,7417735,2552,2026-05-14
get well soon - live,7401327,2767,2026-05-14
in my head interlude - live,7248899,2579,2026-05-14
* The Wizard And I - Live,7195444,1893,2026-05-14
donât wanna break up again - live version,6703041,5113,2026-05-14
* Bang Bang - Dada Life Remix,6449493,223,2026-05-14
Right There - Live from London (feat. Big Sean),6315865,3488,2026-05-14
* Rain On Me (with Ariana Grande) - Arca Remix,5958574,932,2026-05-14
Popular - Edit,5845366,1794,2026-05-14
Come So Far (Got So Far to Go),5646435,511,2026-05-14
Too Close,5257341,7082,2026-05-14
imperfect for you - live version,5247069,4856,2026-05-14
* Without Love,5144231,763,2026-05-14
One Last Time,4940588,2835,2026-05-14
Cadillac Song,4934051,5607,2026-05-14
* Over And Over Again - Elephante Uptempo Radio Version,4928714,298,2026-05-14
Brand New You (feat. Brynn Williams & Caitlin Gann),4675234,513,2026-05-14
"yes, and? - live version",4600657,3633,2026-05-14
* Get Happy / Happy Days Are Here Again - Live from the Dolby Theatre,4423959,5266,2026-05-14
* I Don't Know Why (I Just Do),4109695,3981,2026-05-14
* Arturo Sandoval,4064529,2110,2026-05-14
Side To Side - Phantoms Remix,3922880,407,2026-05-14
"* Still Hurting - From ""The Last Five Years""",3770352,2327,2026-05-14
* Rain On Me - Purple Disco Machine Remix,3738021,827,2026-05-14
Thank Goodness - Live from the Dolby Theatre,3491193,2846,2026-05-14
"yes, and? - Felix Jaehn Remix",3365772,2202,2026-05-14
* Bang Bang - Imanos & Gramercy Remix,3287973,461,2026-05-14
* A Wicked Good Finale (feat. Ariana Grande & Cynthia Erivo),3274181,4391,2026-05-14
A Little More Homework (feat. Graham Phillips) - Single Version,3025724,217,2026-05-14
* Hotel Rock Bottom (feat. Ariana Grande),2829582,2346,2026-05-14
"yes, and? - sped up",2613101,548,2026-05-14
Problem - Noodles & Devastator Remix,2604321,218,2026-05-14
the boy is mine - a cappella,2508543,1410,2026-05-14
* Bang Bang - Kat Krazy Remix,2480854,124,2026-05-14
* Rain On Me - Ralphi Rosario Remix - Edit,2209311,569,2026-05-14
"yes, and? - edit",2175903,876,2026-05-14
we can't be friends (wait for your love) - a cappella,2151842,2777,2026-05-14
"yes, and? - Jonas Blue Remix",2136061,2688,2026-05-14
"yes, and? - a cappella",2041862,1061,2026-05-14
twilight zone - a cappella,1909235,1550,2026-05-14
"* One Heart, One Voice (with Mariah Carey & Ariana Grande)",1903456,1008,2026-05-14
"the boy is mine (with Brandy, Monica) â Remix a cappella",1868293,524,2026-05-14
Problem - Kassiano Remix,1865897,54,2026-05-14
* What Is This Feeling? / Dear Old Shiz - Live from the Dolby Theatre,1771688,1361,2026-05-14
Baby I,1682970,1147,2026-05-14
Problem - A Cappella,1585662,891,2026-05-14
Overture / No One Mourns the Wicked - Live from the Dolby Theatre,1558457,2180,2026-05-14
"yes, and? - instrumental",1557706,773,2026-05-14
Hampstead - a cappella,1539038,2343,2026-05-14
* Bang Bang - Super Stylers Remix,1519502,125,2026-05-14
* Rain On Me - Ralphi Rosario Remix,1429936,261,2026-05-14
* For Good - Edit,1420339,5260,2026-05-14
past life - a cappella,1308954,7360,2026-05-14
supernatural - a cappella,1280957,1525,2026-05-14
eternal sunshine - a cappella,1118512,1547,2026-05-14
Break Free - Zedd's Extended Mix,1116296,2383,2026-05-14
pov - live from Vevo,1102109,3629,2026-05-14
twilight zone - instrumental,1061535,1808,2026-05-14
the boy is mine - instrumental,1046800,749,2026-05-14
safety net (feat. Ty Dolla $ign) - live from Vevo,1026780,4254,2026-05-14
my hair - live from Vevo,1016282,3740,2026-05-14
off the table (with The Weeknd) - live from Vevo,1007496,3660,2026-05-14
Popular - Live from the Dolby Theatre,986219,842,2026-05-14
warm - a cappella,946083,1100,2026-05-14
"yes, and? - extended mix instrumental",925362,280,2026-05-14
positions - live from Vevo,922801,3368,2026-05-14
we can't be friends (wait for your love) - instrumental,862560,1195,2026-05-14
dandelion - a cappella,854453,792,2026-05-14
bye - a cappella,844644,1085,2026-05-14
i wish i hated you - a cappella,841109,970,2026-05-14
"yes, and? - slowed",821044,327,2026-05-14
we can't be friends (wait for your love) â string version instrumental,802281,1123,2026-05-14
intro (end of the world) - extended a cappella,796749,1021,2026-05-14
34+35 - live from Vevo,783990,2703,2026-05-14
intro (end of the world) - a cappella,781880,785,2026-05-14
* All My Love - French Version,754601,181,2026-05-14
don't wanna break up again - a cappella,752749,1397,2026-05-14
supernatural - instrumental,700837,1136,2026-05-14
One Last Time - A Cappella,664270,1157,2026-05-14
"yes, and? - The Blessed Madonnaâs Godsquad Mix",624884,673,2026-05-14
intro (end of the world) - instrumental,595211,1694,2026-05-14
imperfect for you - a cappella,582647,805,2026-05-14
Love Me Harder - Alex Ghenea Remix,562787,70,2026-05-14
One Last Time - Gazzo Remix,537733,80,2026-05-14
Saturn Returns Interlude - instrumental,513026,662,2026-05-14
ordinary things (feat. Nonna) - a cappella,504367,529,2026-05-14
Saturn Returns Interlude - a cappella,483916,468,2026-05-14
intro (end of the world) - extended instrumental,459397,898,2026-05-14
eternal sunshine - instrumental,366784,690,2026-05-14
Love Me Harder - Instrumental,334357,887,2026-05-14
Love Me Harder - A Cappella,317333,549,2026-05-14
i wish i hated you - instrumental,303541,501,2026-05-14
dandelion - instrumental,295989,466,2026-05-14
Into You - Alex Ghenea Remix,284943,13,2026-05-14
Right There - 7th Heaven Radio Edit,282757,67,2026-05-14
bye - instrumental,275496,456,2026-05-14
Hampstead - instrumental,257090,464,2026-05-14
warm - instrumental,251890,409,2026-05-14
don't wanna break up again - instrumental,250235,424,2026-05-14
true story - instrumental,239356,1106,2026-05-14
past life - instrumental,234795,397,2026-05-14
* Bang Bang - A Cappella,228301,278,2026-05-14
Baby I - Cosmic Dawn Radio Edit,224430,36,2026-05-14
Break Free - A Cappella,218093,364,2026-05-14
ordinary things (feat. Nonna) - instrumental,213138,431,2026-05-14
imperfect for you - instrumental,191942,334,2026-05-14
* Bang Bang - Kat Krazy Extended Mix,177647,12,2026-05-14
* For Good - Sing-Along,164277,424,2026-05-14
One Last Time - Instrumental,140582,355,2026-05-14
Problem - Dave Aude Twerk Edit,134679,19,2026-05-14
Problem - Wayne G Radio Edit,128928,15,2026-05-14
Love Me Harder - Gregor Salto Amsterdam Mix,121034,13,2026-05-14
The Way - JdB Radio,119638,27,2026-05-14
intro (end of the world) - a cappella,117683,256,2026-05-14
* Bang Bang - iLL BLU Mix Radio Edit,113043,3,2026-05-14
* Bang Bang - 3LAU Extended Mix,111211,6,2026-05-14
Break Free - Instrumental,101757,214,2026-05-14
The Way - Sidney Samson Remix,100154,6,2026-05-14
7 rings,2816518912,864383,2026-05-15
"thank u, next",2230729841,735284,2026-05-15
* Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,2214943348,1115582,2026-05-15
One Last Time,2086392006,872882,2026-05-15
Into You,1981772358,1094632,2026-05-15
we can't be friends (wait for your love),1950543638,1324419,2026-05-15
Side To Side,1883938746,819428,2026-05-15
positions,1735819755,455978,2026-05-15
* Bang Bang,1697193062,511278,2026-05-15
Dangerous Woman,1599306157,717706,2026-05-15
no tears left to cry,1573938004,398855,2026-05-15
Santa Tell Me,1516790596,48261,2026-05-15
Stuck with U (with Justin Bieber),1435475891,509362,2026-05-15
Love Me Harder,1401407394,1164668,2026-05-15
* Die For You (with Ariana Grande) - Remix,1305044071,484174,2026-05-15
God is a woman,1277323071,418602,2026-05-15
* Rain On Me (with Ariana Grande),1240013689,277772,2026-05-15
Break Free,1225041204,598921,2026-05-15
34+35,1178869587,308044,2026-05-15
"break up with your girlfriend, i'm bored",1133647001,240383,2026-05-15
Problem,1125787172,448464,2026-05-15
boyfriend (with Social House),1079068731,406045,2026-05-15
Everyday,768306558,395581,2026-05-15
"yes, and?",750180474,321723,2026-05-15
pov,719123550,235105,2026-05-15
breathin,718781324,149907,2026-05-15
the boy is mine,653814123,337311,2026-05-15
bloodline,645037763,427149,2026-05-15
motive (with Doja Cat),617445468,169594,2026-05-15
intro (end of the world),605085941,258024,2026-05-15
needy,597373390,578048,2026-05-15
The Way,592519312,263559,2026-05-15
Let Me Love You,558675484,305443,2026-05-15
imagine,475398596,93439,2026-05-15
* Good as Hell (feat. Ariana Grande) - Remix,471662394,44841,2026-05-15
everytime,454468771,226678,2026-05-15
* My Favorite Part,447685835,147474,2026-05-15
